Region,iso3,Country,City,Year,Annual.mean,Temporal coverage,note on converted PM10,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Western Pacific (HIC),AUS,Australia,Wollongong,2016,17,>75%,Measured,7,>75%,Measured,"2 Peformance Site, 1 Trend Site",Office of Environment and Heritage NSW Government,2018,
Western Pacific (HIC),AUS,Australia,Wynnum,2015,14,50% -< 75%,Measured,4,>75%,Measured,2 N.A.,Queensland Government Data,2018,
Western Pacific (HIC),AUS,Australia,Wynnum,2016,14,>75%,Measured,4,>75%,Measured,2 N.A.,Queensland Government Data,2018,
Western Pacific (HIC),AUS,Australia,Wyong,2013,17,>75%,Measured,7,>75%,Measured,1 Peformance Site,Office of Environment and Heritage NSW Government,2018,
Western Pacific (HIC),AUS,Australia,Wyong,2014,15,>75%,Measured,5,>75%,Measured,1 Peformance Site,Office of Environment and Heritage NSW Government,2018,
Western Pacific (HIC),AUS,Australia,Wyong,2015,15,>75%,Measured,5,>75%,Measured,1 Peformance Site,Office of Environment and Heritage NSW Government,2018,
Western Pacific (HIC),AUS,Australia,Wyong,2016,15,>75%,Measured,6,>75%,Measured,1 Peformance Site,Office of Environment and Heritage NSW Government,2018,
Europe (HIC),AUT,Austria,Amstetten,2013,22,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Amstetten,2014,19,>75%,Measured,(14)-converted value,NA,Converted,"1 N.A., 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Amstetten,2015,20,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Amstetten,2016,17,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Arnoldstein,2013,14,>75%,Measured,(10)-converted value,NA,Converted,"1 N.A., 1 Rural-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Arnoldstein,2014,11,>75%,Measured,(8)-converted value,NA,Converted,"1 N.A., 1 Rural-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Arnoldstein,2015,13,>75%,Measured,(9)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Arnoldstein,2016,12,>75%,Measured,(8)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bad Ischl,2013,(16)-converted value,NA,Converted,12,NA,Measured,-,"European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),AUT,Austria,Bad Voslau,2013,18,>75%,Measured,(13)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bad Voslau,2014,17,>75%,Measured,(12)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bad Voslau,2015,18,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bad Voslau,2016,17,>75%,Measured,(12)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Biedermannsdorf,2013,20,>75%,Measured,(14)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Biedermannsdorf,2014,19,>75%,Measured,(13)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Biedermannsdorf,2015,19,>75%,Measured,(14)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Biedermannsdorf,2016,18,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bludenz,2013,18,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bludenz,2014,14,>75%,Measured,(10)-converted value,NA,Converted,"1 N.A., 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bludenz,2015,16,>75%,Measured,(11)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bludenz,2016,14,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bratislava,2013,24,>75%,Measured,(17)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bratislava,2014,24,>75%,Measured,(17)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bratislava,2015,24,>75%,Measured,(17)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bratislava,2016,22,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Braunau Am Inn,2013,21,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Braunau Am Inn,2014,18,>75%,Measured,(13)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Braunau Am Inn,2015,18,>75%,Measured,13,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Braunau Am Inn,2016,17,>75%,Measured,12,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Brixlegg,2013,22,>75%,Measured,16,>75%,Measured,"1 N.A., 3 Rural-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Brixlegg,2014,16,>75%,Measured,11,>75%,Measured,"1 N.A., 3 Rural-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Brixlegg,2015,17,>75%,Measured,12,>75%,Measured,2 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Brixlegg,2016,15,>75%,Measured,11,>75%,Measured,3 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bruck An Der Mur,2013,24,>75%,Measured,(17)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bruck An Der Mur,2014,22,>75%,Measured,(16)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bruck An Der Mur,2015,25,>75%,Measured,(17)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Bruck An Der Mur,2016,21,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Burgfried,2013,24,>75%,Measured,(17)-converted value,NA,Converted,"1 N.A., 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Burgfried,2014,19,>75%,Measured,12,>75%,Measured,"1 N.A., 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Burgfried,2015,18,>75%,Measured,13,>75%,Measured,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Burgfried,2016,16,>75%,Measured,12,>75%,Measured,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Deutschlandsberg,2013,22,>75%,Measured,(16)-converted value,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Deutschlandsberg,2014,18,>75%,Measured,(13)-converted value,NA,Converted,"1 N.A., 2 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Deutschlandsberg,2015,19,>75%,Measured,(14)-converted value,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Deutschlandsberg,2016,18,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Donawitz,2013,20,>75%,Measured,(14)-converted value,NA,Converted,"1 N.A., 2 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Donawitz,2014,19,>75%,Measured,(13)-converted value,NA,Converted,"1 N.A., 2 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Donawitz,2015,22,>75%,Measured,(16)-converted value,NA,Converted,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Donawitz,2016,16,>75%,Measured,(11)-converted value,NA,Converted,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Dornbirn,2013,19,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Dornbirn,2014,15,>75%,Measured,10,>75%,Measured,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Dornbirn,2015,17,>75%,Measured,11,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Dornbirn,2016,15,>75%,Measured,11,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Durnrohr,2013,(27)-converted value,NA,Converted,19,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Durnrohr,2014,(20)-converted value,NA,Converted,14,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Durnrohr,2015,(21)-converted value,NA,Converted,15,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Durnrohr,2016,(19)-converted value,NA,Converted,13,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ebenthal,2013,20,NA,Measured,(15)-converted value,NA,Converted,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),AUT,Austria,Ebenthal In Karnten,2013,20,>75%,Measured,(14)-converted value,NA,Converted,"1 N.A., 1 Rural-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ebenthal In Karnten,2014,17,>75%,Measured,(12)-converted value,NA,Converted,"1 N.A., 1 Rural-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ebenthal In Karnten,2015,21,>75%,Measured,(15)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ebenthal In Karnten,2016,21,>75%,Measured,(15)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Eisenstadt,2013,24,>75%,Measured,19,>75%,Measured,"1 N.A., 2 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Eisenstadt,2014,21,>75%,Measured,16,>75%,Measured,"1 N.A., 3 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Eisenstadt,2015,21,>75%,Measured,15,>75%,Measured,3 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Eisenstadt,2016,19,>75%,Measured,13,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Enns,2013,24,>75%,Measured,16,>75%,Measured,"1 N.A., 2 Rural-Near_city-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Enns,2014,21,>75%,Measured,14,>75%,Measured,"1 N.A., 3 Rural-Near_city-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Enns,2015,22,>75%,Measured,14,>75%,Measured,2 Rural-Near_city-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Enns,2016,21,>75%,Measured,(15)-converted value,NA,Converted,1 Rural-Near_city-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Feldkirch,2013,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Feldkirch,2014,19,>75%,Measured,(14)-converted value,NA,Converted,"1 N.A., 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Feldkirch,2015,18,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Feldkirch,2016,16,>75%,Measured,(11)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Freistadt,2013,13,>75%,Measured,9,>75%,Measured,"1 N.A., 1 Rural-Regional-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Freistadt,2014,11,>75%,Measured,8,>75%,Measured,"1 N.A., 1 Rural-Regional-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Freistadt,2015,12,>75%,Measured,9,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Freistadt,2016,12,>75%,Measured,9,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Furstenfeld,2013,26,>75%,Measured,(18)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Furstenfeld,2014,24,>75%,Measured,(17)-converted value,NA,Converted,"1 N.A., 1 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Furstenfeld,2015,25,>75%,Measured,(18)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Furstenfeld,2016,21,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ganserndorf,2013,21,>75%,Measured,(15)-converted value,NA,Converted,"1 N.A., 1 Rural-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ganserndorf,2014,19,>75%,Measured,(14)-converted value,NA,Converted,"1 N.A., 1 Rural-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ganserndorf,2015,20,>75%,Measured,(14)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Ganserndorf,2016,19,>75%,Measured,(14)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gemeinde Gratwein,2013,22,>75%,Measured,(15)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gemeinde Gratwein,2014,20,>75%,Measured,(14)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gemeinde Imst,2013,18,>75%,Measured,(13)-converted value,NA,Converted,"1 N.A., 1 Suburban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gemeinde Imst,2014,14,>75%,Measured,(10)-converted value,NA,Converted,"1 N.A., 1 Suburban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gemeinde Imst,2015,16,>75%,Measured,(12)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gemeinde Imst,2016,14,>75%,Measured,(10)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Glinzendorf,2013,(25)-converted value,NA,Converted,18,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Glinzendorf,2014,(18)-converted value,NA,Converted,13,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gmunden,2013,16,>75%,Measured,12,>75%,Measured,"1 N.A., 2 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),AUT,Austria,Gmunden,2014,13,>75%,Measured,8,>75%,Measured,"1 N.A., 3 Suburban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
